id,screen_name,text_raw,like_counts,total_number,created_at
4.66849E+15,L莫道不消魂,好想你,5,0,Tue Aug 10 03:47:59 +0800 2021
4.79294E+15,·星河出逃·,一年了[泪],5,0,Tue Jul 19 13:57:22 +0800 2022
4.79115E+15,竹儿的灰宝呗,停更整整一年了,5,0,Thu Jul 14 15:27:05 +0800 2022
4.65894E+15,LoveKRJ,厉害了姐,4,1,Wed Jul 14 19:13:20 +0800 2021
4.65894E+15,潘小仙呀,好意外啊！,4,0,Wed Jul 14 19:25:45 +0800 2021
4.659E+15,蟹曉璿,潮汕人受到了侮辱,4,0,Wed Jul 14 23:31:02 +0800 2021
4.65894E+15,不吃可爱跑掉,盐真的是不可或缺,4,1,Wed Jul 14 19:16:49 +0800 2021
4.65894E+15,叫我墨琳,哈哈哈，历害了，我来了。柒柒么么哒[憧憬][憧憬][憧憬],4,1,Wed Jul 14 19:16:33 +0800 2021
4.70098E+15,小花酱儿mua,什么时候更新啊,4,0,Sun Nov 07 19:43:53 +0800 2021
4.65896E+15,小烦人0627,柒姐柒姐，俺再发一个 这是学校的打卡新圣地[心][憧憬][憧憬]@李子柒 [心] http://t.cn/A6fWKZHR,4,2,Wed Jul 14 20:19:11 +0800 2021
4.65895E+15,柒潇潇呀,姐姐也特别棒吖，让我们知道了这些历史的过程，真的特别厉害,4,0,Wed Jul 14 19:42:33 +0800 2021
4.65895E+15,程笑笑呢,好久没有这么巧啦 ，遇见啦,4,0,Wed Jul 14 19:40:35 +0800 2021
4.65894E+15,梦窝·,来了！！！！,4,0,Wed Jul 14 19:13:11 +0800 2021
4.68709E+15,773716206_4dd8ec,更新了吗,4,0,Thu Sep 30 11:24:41 +0800 2021
4.68249E+15,出息的阿豆,所以。。为哈还没更新。。两个月啦。。,4,2,Fri Sep 17 18:41:23 +0800 2021
4.6622E+15,月来悦好呀,小仙女的救灾物资已经到达河南郑州，感谢感谢[鼓掌] http://t.cn/A6fm1V2q,4,0,Fri Jul 23 19:19:00 +0800 2021
4.66155E+15,赵小帅最帅,看到来问捐没捐钱的人，直接骂，骂完再喊他去看捐款凭证，打他脸,4,0,Thu Jul 22 00:00:47 +0800 2021
4.65897E+15,是潘叻叻pan,啊啊啊啊啊啊啊啊啊姐[悲伤]想你想你,4,0,Wed Jul 14 20:59:58 +0800 2021
4.65896E+15,乔巴巴巴巴巴巴巴巴巴,马，半夜起来喂奶看,4,0,Wed Jul 14 20:23:03 +0800 2021
4.73861E+15,是酒酿丸子,继续等[苦涩],4,0,Sat Feb 19 15:43:15 +0800 2022
4.79119E+15,等我成为富婆的一天,柒姐你已经一年没有更视频啦～想你,4,0,Thu Jul 14 18:02:46 +0800 2022
4.68537E+15,新用户阳光女孩,子柒加油[抱抱]从你粉丝几千到现在被国民认可 我都一直支持你~你对待生活的态度，发现美的眼光，制作出来的精美的视频，传承出去的中国文化都让我佩服，加油！坚持！一定不能被资本打倒~我们支持你[抱抱],4,0,Sat Sep 25 17:53:10 +0800 2021
4.68397E+15,怀着晴天的,子柒，中秋不更新了么？ 看你的视频对我来说是一种心灵的治愈，今天格外想逝去六年的爸爸，来翻你的视频，结果没有更新……心里空落落的,4,1,Tue Sep 21 20:49:49 +0800 2021
4.68382E+15,代玖斌,好好找几个特别出色，同时又可以信任的同事，重新出发，我相信您未来前景一片光明！,4,0,Tue Sep 21 11:11:07 +0800 2021
4.65895E+15,二叔柒柒柒,民国这次换了新衣服啦？帅气得一批@她助理 [笑cry][笑cry][笑cry] http://t.cn/A6fWSI55,4,0,Wed Jul 14 19:53:42 +0800 2021
4.65895E+15,柒家小阿玖,爱你呀，阿姐，不要那么辛苦听到没？要对自己好一点！,4,0,Wed Jul 14 19:49:01 +0800 2021
4.90566E+15,心底无事天地宽,盼归的又一天！,4,0,Fri May 26 15:10:21 +0800 2023
4.85204E+15,青空无云万里,姐姐快更新吧[心],4,0,Thu Dec 29 15:33:03 +0800 2022
4.70099E+15,建议座头鲸避雷亚马逊森林,想姐姐了,4,0,Sun Nov 07 19:54:35 +0800 2021
4.68789E+15,涂涂小荼,已经准备三月了,4,0,Sat Oct 02 16:46:15 +0800 2021
4.67489E+15,微光1025,姐啊，你啥更新,4,0,Fri Aug 27 19:17:54 +0800 2021
4.67454E+15,王二多鱼,哇哦 就绝 一个半月了快 追不起了姐 太考验耐性了 再见👋🏻,4,0,Thu Aug 26 20:07:50 +0800 2021
4.65901E+15,财经袁强说,#基金[超话]#历史青年：哇，盐铁商人富可敌国！ 文艺青年：哇，我和子柒都为自己带盐！ 炒股青年：哇，盐湖提锂！,4,0,Wed Jul 14 23:43:45 +0800 2021
4.65894E+15,ali酱甜心,柒姐我来啦！[太开心],4,0,Wed Jul 14 19:15:18 +0800 2021
4.68382E+15,代玖斌,其实，以您现在的积累和条件，重新开始，起点更高，困难远远不会有当初开始做段视频的时候大，那么，既然如此，自己重新开始其实就是最踏实可靠的抉择。,4,1,Tue Sep 21 11:07:14 +0800 2021
4.74067E+15,L莫道不消魂,早安[心],4,0,Fri Feb 25 08:14:26 +0800 2022
4.70072E+15,森屿暖阳8362,期待子柒更新,4,0,Sun Nov 07 02:17:50 +0800 2021
4.65894E+15,Morkie,好治愈 看着好幸福[心],3,0,Wed Jul 14 19:23:15 +0800 2021
4.65894E+15,有钱先先贝,您可太厉害了,3,0,Wed Jul 14 19:15:36 +0800 2021
4.65894E+15,咻織符,柴米油盐酱醋茶[鼓掌][鼓掌][鼓掌][赞][赞][赞][赞]李老柒最好,3,0,Wed Jul 14 19:14:59 +0800 2021
4.65894E+15,隐形人桃,热乎的！,3,1,Wed Jul 14 19:13:12 +0800 2021
4.99485E+15,伊影莺,三年没更新了,3,0,Sat Jan 27 17:59:07 +0800 2024
4.68181E+15,____王先森丶,姐姐  你两个月都没发新视频了喂~,3,0,Wed Sep 15 22:12:18 +0800 2021
4.68021E+15,卡忙北鼻小白白,姐姐，两个月了，该更新了，天天来看看都没更新[泪][泪][泪],3,0,Sat Sep 11 12:02:12 +0800 2021
4.65895E+15,青蕴蕴蕴蕴蕴蕴呀,突如其来的更新也[笑而不语],3,0,Wed Jul 14 19:39:25 +0800 2021
4.65894E+15,妉荌,凑宝～俺🉑️想死你了,3,0,Wed Jul 14 19:13:53 +0800 2021
4.65894E+15,全世界最好的杨豪,姐姐，你终于更新了，呜呜呜呜呜呜！😭,3,1,Wed Jul 14 19:13:39 +0800 2021
4.85202E+15,枫心随颖,期待更新,3,0,Thu Dec 29 14:26:52 +0800 2022
4.83442E+15,L莫道不消魂,晚安[心],3,0,Fri Nov 11 00:58:56 +0800 2022
4.74271E+15,莓大莓小L,婆婆身体还好吗最近,3,0,Wed Mar 02 23:21:31 +0800 2022
4.7407E+15,悠悠紫色薰衣草悠悠,你在哪，也不出来晒晒太阳,3,0,Fri Feb 25 10:16:12 +0800 2022
4.72907E+15,胖七七爱旅行,姐姐快更视频[泪],3,0,Mon Jan 24 07:58:32 +0800 2022
4.7164E+15,L莫道不消魂,早安[心],3,0,Mon Dec 20 08:39:11 +0800 2021
4.70565E+15,小姜同学每天都要开心呀,什么时候回来呀,3,0,Sat Nov 20 16:49:47 +0800 2021
4.68755E+15,一曲轻辞,还不更新[泪][泪][泪][泪],3,0,Fri Oct 01 18:04:11 +0800 2021
4.68525E+15,茗hhhhh,只认子柒这张脸，其他都不要[打call][打call],3,0,Sat Sep 25 09:55:53 +0800 2021
4.68466E+15,当不再是孩子,救命 还不更新吗,3,0,Thu Sep 23 18:37:08 +0800 2021
4.68398E+15,想要快乐无忧21,我刚看到通知以为你更新了，结果还是没有，呜呜,3,0,Tue Sep 21 21:46:54 +0800 2021
4.67747E+15,爱吃梨的小桔子,出来露个面吧,3,0,Fri Sep 03 22:46:31 +0800 2021
4.65916E+15,不知春三分甜,那件蓝色的旗袍好好看呀[打call],3,0,Thu Jul 15 09:32:05 +0800 2021
4.659E+15,_KunnyY_,姐姐说儿豁好可爱[羞嗒嗒][羞嗒嗒],3,0,Wed Jul 14 23:02:14 +0800 2021
4.65897E+15,斗城半夏,那个黄色的果子叫什么？？,3,2,Wed Jul 14 21:22:38 +0800 2021
4.65896E+15,等风来93861,你的视频帮我很多，看着看着，心就静下来了[泪][泪]谢谢[失望],3,0,Wed Jul 14 20:47:38 +0800 2021
4.65896E+15,等于零哈,好久不见，希望生活一直能够有滋有味，哪怕没有那么多惊喜。 http://t.cn/A6fWKqjl,3,0,Wed Jul 14 20:21:34 +0800 2021
4.65894E+15,番茄牛肉饭KiKi,老婆老婆,3,4,Wed Jul 14 19:14:19 +0800 2021
4.65894E+15,见冷风,终于等到你！,3,0,Wed Jul 14 19:13:46 +0800 2021
4.65894E+15,Lynchenq-,刚在上一条动态求更新！！马上发了哈哈哈哈哈,3,0,Wed Jul 14 19:13:44 +0800 2021
4.65894E+15,泥蚂蚁竞走十年,一分钟[舔屏],3,0,Wed Jul 14 19:13:09 +0800 2021
4.67623E+15,_等春风迎面,距离上次更新已经一个半月过去了，姐姐什么时候更新呀！！！[泪],3,0,Tue Aug 31 12:04:04 +0800 2021
4.74941E+15,折白棠,姐姐好久没更新了[悲伤],3,0,Mon Mar 21 10:58:19 +0800 2022
4.68866E+15,似鸟爱一郎笑嘻嘻yu,一定要继续做下去呀，一直支持你！[爱你],3,0,Mon Oct 04 19:32:30 +0800 2021
4.85203E+15,克莱耳羊羊羊,终于听到好消息，来把之前没舍得看的“盐”给看了～,3,0,Thu Dec 29 14:48:49 +0800 2022
4.65894E+15,柒家小阿玖,我来了我来了，我马上看,3,0,Wed Jul 14 19:29:05 +0800 2021
4.74092E+15,L莫道不消魂,晚安[心],3,0,Sat Feb 26 00:38:15 +0800 2022
4.73962E+15,L莫道不消魂,早安[心],3,0,Tue Feb 22 10:40:25 +0800 2022
4.65894E+15,小范今天真棒,啊啊啊啊啊第一次这么前,2,1,Wed Jul 14 19:16:33 +0800 2021
4.65894E+15,1007-大海螺,哇更新了,2,1,Wed Jul 14 19:15:04 +0800 2021
4.68527E+15,风情了谁,以后还是多拍正脸，免得以后再别的视频中见了正脸都觉得很奇怪,2,0,Sat Sep 25 11:08:09 +0800 2021
4.67753E+15,大荒无稽青埂峰,什么时候更新，老婆[泪][泪][泪],2,0,Sat Sep 04 02:30:59 +0800 2021
4.65894E+15,BabyFaceNaaaaa,终于来啊啦姐姐,2,0,Wed Jul 14 19:14:02 +0800 2021
4.65894E+15,泡芙小辞_,终于来啦！,2,1,Wed Jul 14 19:13:18 +0800 2021
4.94636E+15,____且徐行,想你了姐姐！快回来吧[好爱哦],2,0,Fri Sep 15 22:19:32 +0800 2023
4.70817E+15,粉红芒果喵,催更[羞嗒嗒],2,0,Sat Nov 27 15:28:27 +0800 2021
4.68747E+15,杨篱青木,宝贝祝愿你早日解决难题，期待你新的视频。❤️,2,0,Fri Oct 01 12:27:46 +0800 2021
4.68242E+15,幻想兰图,等待更新[憧憬],2,0,Fri Sep 17 14:20:58 +0800 2021
4.67562E+15,天天天蓝的六月,啊啊啊啊啊,2,0,Sun Aug 29 19:48:46 +0800 2021
4.97393E+15,山有木兮木兮枍,是谁23年12月还来看啊[泪][泪],2,0,Thu Nov 30 23:54:21 +0800 2023
4.79124E+15,Rebecca了组撒_追剧花痴版,整整一年没有新视频了[泪][泪][泪] 希望能快点看到你们❤️,2,0,Thu Jul 14 20:59:16 +0800 2022
4.79119E+15,简简单单-宇,一年了呢，什么时候会更新呢？,2,0,Thu Jul 14 18:00:57 +0800 2022
4.76565E+15,L莫道不消魂,早安[心],2,0,Thu May 05 06:08:29 +0800 2022
4.76493E+15,L莫道不消魂,早安[心],2,0,Tue May 03 06:36:29 +0800 2022
4.73255E+15,L莫道不消魂,新年快乐,2,0,Wed Feb 02 22:24:15 +0800 2022
4.71935E+15,ANY-carrain,什么时候才能更新噢,2,0,Tue Dec 28 11:59:26 +0800 2021
4.71899E+15,你看我可爱嘛,[泪][泪]柒姐，追了你好多年了，第一次这么久没更新呜呜呜,2,0,Mon Dec 27 12:11:57 +0800 2021
4.70953E+15,L莫道不消魂,早安[爱你][爱你][爱你],2,0,Wed Dec 01 09:36:22 +0800 2021
4.69744E+15,追逐雪山上的流星雨,希望能战胜资本,2,1,Fri Oct 29 00:59:22 +0800 2021
4.68868E+15,刚源大可爱,姐姐快更新啦[泪],2,0,Mon Oct 04 21:10:49 +0800 2021
4.67515E+15,爱coffee爱milk爱鸡蛋,以前压力大的时候走喜欢找李子柒的视频来看，今天突然发现已经好久好久没有看过了，大概说明最近过得比较轻松吧,2,1,Sat Aug 28 12:51:48 +0800 2021
4.66027E+15,曲阳竹子,平安喜乐这几个字华夏人一直用，基教出现才两千多年，右边这位没文化的低素质要点脸吧，柒爷这里人多，你丢人现眼专挑人多的地方啊？//@青夌: 平安喜乐，这几个字只有圣徒常用！柒也是基督徒吗？愿上帝祝福你！,2,0,Sun Jul 18 11:26:00 +0800 2021
4.65908E+15,柒柒的帅迷弟,[打call]越来越棒了！！！,2,0,Thu Jul 15 04:37:06 +0800 2021
4.65902E+15,静月Megan,李子柒真是焦点,2,0,Thu Jul 15 00:25:30 +0800 2021
4.65899E+15,快乐环岛huanhuan,向往的生活，治愈系列,2,0,Wed Jul 14 22:28:12 +0800 2021
4.65894E+15,应以晴莫,啊啊啊啊啊啊啊啊啊,2,0,Wed Jul 14 19:14:32 +0800 2021
5.10001E+15,德馨雅_46693,看了新发的视频后顺便在温故一下老视频，无缝衔接的美好,2,0,Tue Nov 12 21:53:16 +0800 2024
4.65894E+15,Moonlight_seven,好棒！,1,2,Wed Jul 14 19:13:06 +0800 2021
4.65894E+15,一只阿瑶宝,我赶上了！！！！啊啊啊啊柒柒！！！[抱一抱][抱一抱][抱一抱],1,1,Wed Jul 14 19:14:43 +0800 2021
4.65894E+15,秋日寻记,终于等到你,1,1,Wed Jul 14 19:13:47 +0800 2021
4.65894E+15,你配教我做事吗,终于等到你,1,1,Wed Jul 14 19:13:07 +0800 2021
5.06448E+15,婳_080807,高中语文老师经常放姐姐的视频，什么时候更新啊[苦涩][苦涩],1,0,Tue Aug 06 21:22:30 +0800 2024
4.65894E+15,LA兔子爱吃胡萝卜,啊啊啊啊啊来了,0,1,Wed Jul 14 19:17:23 +0800 2021
5.11321E+15,成利财让,这诱人的烟火气[赞啊][赞啊][赞啊],0,0,Thu Dec 19 08:27:05 +0800 2024
5.11194E+15,清欢淞淞,[心],0,0,Sun Dec 15 20:27:31 +0800 2024
5.11159E+15,朝花夕拾百草香,柴米油盐,0,0,Sat Dec 14 21:03:08 +0800 2024
5.11118E+15,刘皢紞,盐，少了没味，多了齁咸[666],0,0,Fri Dec 13 17:42:13 +0800 2024
5.11035E+15,清欢淞淞,[心],0,0,Wed Dec 11 10:43:33 +0800 2024
5.11033E+15,错过的风景_92201,早上好🌞,0,0,Wed Dec 11 09:34:46 +0800 2024
5.11033E+15,错过的风景_92201,晚安💤⭐️,0,0,Wed Dec 11 09:34:00 +0800 2024
5.11033E+15,错过的风景_92201,f h h h h hui,0,0,Wed Dec 11 09:33:14 +0800 2024
5.11033E+15,错过的风景_92201,晚安@李子柒,0,0,Wed Dec 11 09:31:11 +0800 2024
5.11033E+15,错过的风景_92201,[太开心][太开心][太开心][太开心][太开心][太开心][太开心][太开心][太开心][太开心][黑线][太开心][太开心][太开心][太开心][太开心][太开心][太开心][太开心][太开心][太开心][太开心][太开心][太开心][太开心],0,0,Wed Dec 11 09:30:22 +0800 2024
5.11033E+15,错过的风景_92201,好多好吃的,0,0,Wed Dec 11 09:29:31 +0800 2024
5.11033E+15,错过的风景_92201,好棒,0,0,Wed Dec 11 09:28:46 +0800 2024
