id,screen_name,text_raw,like_counts,total_number,created_at
5.10023E+15,追梦ing少年ing,哈哈哈哈好想你阿姐,29,0,Wed Nov 13 12:32:54 +0800 2024
5.10023E+15,熠阑,姐姐还有多少存货都放了吧，不用担心我们，我可以不上班只看视频 http://t.cn/A6nE6B3I,28,7,Wed Nov 13 12:42:53 +0800 2024
5.10023E+15,懒出草,如果说昨天的两条回归视频是欣喜，那么今天的这条视频一定是震撼。也许是因为片尾你的歌声也许是歌曲里你的愿景。山河无恙，烟火寻常是你也是我最平凡的希望。回顾近十年你我走过的路，你是否也觉得这一路走来不易，却又那么光明，传统文化的传承在你的愿景里在发扬光大而我也如从前一样，初心未改,27,0,Wed Nov 13 12:59:10 +0800 2024
5.10023E+15,sixty-four,吃午饭了吗！！！！,25,0,Wed Nov 13 12:30:54 +0800 2024
5.10023E+15,追梦ing少年ing,阿姐我考过中级啦[给你小心心][给你小心心][给你小心心],25,0,Wed Nov 13 12:33:58 +0800 2024
5.10023E+15,柒个棉花糖,啊啊啊，姐你太美了！！！姐姐姐！！！听到我爱你的声音了吗？！！！！,25,1,Wed Nov 13 12:49:00 +0800 2024
5.10023E+15,禾荫,[哇][哇][哇],23,0,Wed Nov 13 12:33:41 +0800 2024
5.10023E+15,sixty-four,眼睛都看不过来了，一下子好幸福☺️ http://t.cn/A6nE6a8c,23,0,Wed Nov 13 12:38:09 +0800 2024
5.10023E+15,PG_阿森,柒姐，求抱抱[污][害羞],20,7,Wed Nov 13 12:39:38 +0800 2024
5.10023E+15,柒柒的帅迷弟,[抱一抱]爱了，爱了,19,1,Wed Nov 13 12:43:50 +0800 2024
5.10068E+15,苍木成山,人们不会知道她曾经经历过、发生过、承受过什么。但她的视频里，有时间最美好的样子，有极不屈的生命力，有最恒久的沉静优雅。,18,0,Thu Nov 14 18:34:47 +0800 2024
5.10023E+15,sixty-four,姐姐我来了！！！！,17,0,Wed Nov 13 12:30:47 +0800 2024
5.10023E+15,枕屏儿,你回来的这两天，我的世界好明亮啊[泪][泪],17,0,Wed Nov 13 12:35:05 +0800 2024
5.10023E+15,PG_阿森,你以前唱的歌都放到手机和车里保存了，一直在听。最喜欢你唱的阴天[doge],16,0,Wed Nov 13 12:41:50 +0800 2024
5.10023E+15,默默大夜猫,以为做蚕丝被，结果是绒花，而且弹唱了『如愿』……我的天啊[泪][泪][泪][泪][泪]，柒柒@李子柒 你一定要把我哭成泪人才满意嘛[泪][泪]……不仅是绝美，更难得在有爱有感恩[心]心灵澄澈，你是世间唯一的仙子[心]好爱你！！！！！ http://t.cn/A6nEaHnd,16,1,Wed Nov 13 13:00:01 +0800 2024
5.10023E+15,青蕴蕴蕴蕴蕴蕴呀,好高级还会开合[舔屏] http://t.cn/A6nEXAbX,16,1,Wed Nov 13 12:45:33 +0800 2024
5.10023E+15,程笑笑呢,四年的存货呢，很很期待住了[鼓掌],15,0,Wed Nov 13 12:46:48 +0800 2024
5.10023E+15,LaoYAO物,鸡哥  分我一点葡萄🍇[泪] http://t.cn/A6nE6qAA,15,8,Wed Nov 13 12:35:24 +0800 2024
5.10023E+15,一碗稀米粥,我要疯了,15,0,Wed Nov 13 12:33:41 +0800 2024
5.10023E+15,二叔柒柒柒,看柒姐更新视频比过年还要开心多了[笑cry],15,1,Wed Nov 13 12:38:31 +0800 2024
5.10023E+15,柒号芋头,直接先拉到最后听歌了，希望阿姐也能如愿！[抱一抱],15,0,Wed Nov 13 12:42:10 +0800 2024
5.10023E+15,一碗稀米粥,啊啊啊啊啊啊姐姐,14,0,Wed Nov 13 12:33:31 +0800 2024
5.10023E+15,二叔柒柒柒,多才多艺的柒姐！会拉二胡弹吉他弹钢琴，下次可能就会跳舞啦[good][good],14,0,Wed Nov 13 12:36:05 +0800 2024
5.10023E+15,一碗稀米粥,姐姐美貌我太爱了[太阳][太阳][太阳],14,0,Wed Nov 13 12:37:14 +0800 2024
5.10035E+15,樱桃子_minty,一切“如愿”[心],14,0,Wed Nov 13 20:44:26 +0800 2024
5.10023E+15,半斤宝儿爱撒娇,啊啊啊啊啊啊啊~~~~~~~姐姐杀我[打call][打call][打call][打call][打call][打call][打call],13,1,Wed Nov 13 12:34:50 +0800 2024
5.10023E+15,鹿白妍妍,好好听[锦鲤附体][锦鲤附体][锦鲤附体],13,1,Wed Nov 13 12:32:36 +0800 2024
5.10023E+15,林怂怂呐,祝大家一世荣华！！！,13,0,Wed Nov 13 12:43:26 +0800 2024
5.10023E+15,二叔柒柒柒,无论你做什么大家都会喜欢的哦[给你小心心][给你小心心],12,0,Wed Nov 13 12:33:56 +0800 2024
5.10023E+15,柒家小阿玖,来了来了，我来了[打call][打call]飞奔前来[打call][打call],12,1,Wed Nov 13 12:33:23 +0800 2024
5.10023E+15,Jinny_sun,以后也要常常见面 好吗[心],12,0,Wed Nov 13 12:46:31 +0800 2024
5.10023E+15,青蕴蕴蕴蕴蕴蕴呀,高马尾姐姐[舔屏] http://t.cn/A6nE6LvN,12,0,Wed Nov 13 12:34:12 +0800 2024
5.10023E+15,盐十七,幸福的我又来了[送花花][送花花],12,1,Wed Nov 13 12:42:52 +0800 2024
5.10023E+15,朕略显好冷,厚积薄发，高产[打call],12,0,Wed Nov 13 12:35:31 +0800 2024
5.10023E+15,追梦ing少年ing,保持这样的更新速度阿姐,12,0,Wed Nov 13 12:35:23 +0800 2024
5.10024E+15,氺瓶座的眼泪,就问这个视频直接把非遗把国风推上了从来没有过高度，是天堂！就像那歌声一样慷慨激昂悠扬飘远，细腻的声音眉目包含热泪…有点语无伦次无法形容…词穷！我想说，你是电你是光，你是唯一的神话我只爱你，you are my superstar…[爱你][送花花][抱一抱][锦鲤附体],12,0,Wed Nov 13 13:12:50 +0800 2024
5.1004E+15,米姐么哒哒,子柒是生活在云深不知处吧,12,0,Thu Nov 14 00:10:35 +0800 2024
5.10023E+15,黎黎檬子,是快乐的小仙女啊 http://t.cn/A6nE68Ke,11,0,Wed Nov 13 12:41:20 +0800 2024
5.10023E+15,低沉地嘶吼着,啊啊啊啊啊啊好多库存啊有福了,11,4,Wed Nov 13 12:32:54 +0800 2024
5.10027E+15,懒杨杨不加糖,慢慢来，无论我们是再一次相见也好，从新相见也罢，未来很长，愿我们一切如旧，又一切不同。[微风][心],10,0,Wed Nov 13 15:29:46 +0800 2024
5.10023E+15,黄鹂916,与我而言，天籁[心][心],10,0,Wed Nov 13 12:47:00 +0800 2024
5.10023E+15,七呀七七哟,听哭了，呜呜呜，罚你永远陪着我们[悲伤] http://t.cn/A6nE6uPn,10,0,Wed Nov 13 12:42:12 +0800 2024
5.10038E+15,AureoIe,姐姐你好棒,10,0,Wed Nov 13 22:42:32 +0800 2024
5.10075E+15,欧阳波波Tyler,👍,10,0,Thu Nov 14 23:21:36 +0800 2024
5.10023E+15,鹿白妍妍,啊啊啊啊啊姐姐[锦鲤附体][锦鲤附体],9,1,Wed Nov 13 12:32:27 +0800 2024
5.10035E+15,我的月亮在哪里n,你走的每一步都算数,9,0,Wed Nov 13 20:33:44 +0800 2024
5.10023E+15,六爷wyy,姐，姐，姐，看这里，看这里，我又等到了哈哈，还是再说一遍我可真想你啊,9,0,Wed Nov 13 12:34:35 +0800 2024
5.10023E+15,mangomangomangothree_,呜呜呜上一次听你唱歌 还是唱消愁[泪][给你小心心],9,1,Wed Nov 13 12:31:53 +0800 2024
5.10023E+15,左眼呈过去,回忆杀，真的泪目了[泪] http://t.cn/A6nEXkHH,9,2,Wed Nov 13 12:54:03 +0800 2024
5.10023E+15,御键江湖,笑死“你今天像个女滴”[允悲][允悲][允悲],9,0,Wed Nov 13 12:49:13 +0800 2024
5.10023E+15,追梦ing少年ing,高超还得是我阿姐第一[给你小心心][给你小心心][给你小心心],9,0,Wed Nov 13 12:35:56 +0800 2024
5.10127E+15,无聊时逛逛咩,真好,9,0,Sat Nov 16 09:22:22 +0800 2024
5.10041E+15,-c_null-,中国版的小森林,9,0,Thu Nov 14 00:33:37 +0800 2024
5.10036E+15,凛然风月,美的不像真的,9,0,Wed Nov 13 21:07:40 +0800 2024
5.10096E+15,幽麟HZG,支持，期待更新[赞],9,0,Fri Nov 15 12:59:00 +0800 2024
5.10023E+15,霜叶,好家伙，爆更了[开学季],8,0,Wed Nov 13 12:37:09 +0800 2024
5.10023E+15,青蕴蕴蕴蕴蕴蕴呀,刚把午饭弄好就看到更视频啦[舔屏],8,2,Wed Nov 13 12:35:36 +0800 2024
5.10023E+15,---飄儿,又幸福了[爱你],8,1,Wed Nov 13 12:36:36 +0800 2024
5.10023E+15,追梦ing少年ing,我冲了,8,0,Wed Nov 13 12:32:31 +0800 2024
5.10023E+15,清蒸安琪拉,第一次这么早[哇],8,1,Wed Nov 13 12:32:30 +0800 2024
5.10056E+15,多-么,太厉害了👍,8,0,Thu Nov 14 10:24:29 +0800 2024
5.10024E+15,柒号芋头,黑色披风好酷！期待这期视频 http://t.cn/A6nESBBt,8,2,Wed Nov 13 13:11:56 +0800 2024
5.10069E+15,J君不见-,花若盛开蝴蝶自来,8,0,Thu Nov 14 19:09:18 +0800 2024
5.10054E+15,xiaomeiYuan,归来仍是顶流！,8,0,Thu Nov 14 09:22:26 +0800 2024
5.1004E+15,冷韵LEN,视频很治愈,8,0,Thu Nov 14 00:01:43 +0800 2024
5.10023E+15,再寄一丘青ovo,啊啊啊啊来了,7,1,Wed Nov 13 12:31:05 +0800 2024
5.10023E+15,青蕴蕴蕴蕴蕴蕴呀,时隔多年又听到姐姐唱歌了[泪],7,0,Wed Nov 13 12:44:58 +0800 2024
5.10023E+15,半斤宝儿爱撒娇,柒姐 还是那个柒姐 简简单单的幸福 简简单单的感动 谢谢柒姐给予的祝福  幸福的我们会一直幸福 [锦鲤附体][锦鲤附体][锦鲤附体]#就爱李子柒[超话]##李子柒绒花#,7,0,Wed Nov 13 12:49:31 +0800 2024
5.10023E+15,浅碎时光_Q,真的过年了[打call][打call][打call],7,0,Wed Nov 13 12:33:50 +0800 2024
5.10023E+15,上邪蓝腻,今天也是过年吗！！！别太累啦！！[抱一抱][抱一抱][抱一抱],7,0,Wed Nov 13 12:33:37 +0800 2024
5.10023E+15,熠阑,这一幕真的很好看 http://t.cn/A6nE6CTO,7,3,Wed Nov 13 12:39:05 +0800 2024
5.10027E+15,ya964916570,热泪盈眶🥹,7,0,Wed Nov 13 15:11:31 +0800 2024
5.10023E+15,小婉說-,都要如愿。,7,0,Wed Nov 13 12:42:49 +0800 2024
5.10027E+15,岁月清浅123,今天视频里的柒姐，真的就像自然界的精灵女王，一架钢琴，一首小曲，又是多少人的岁月，曾经那个稚嫩的小女孩一步一步走到了现在，真的就很泪目[泪],7,0,Wed Nov 13 15:15:44 +0800 2024
5.10086E+15,梦楼兰202410,生日快乐,7,0,Fri Nov 15 06:46:18 +0800 2024
5.10024E+15,Newhome_ya,归来仍是顶流,7,0,Wed Nov 13 13:22:06 +0800 2024
5.10023E+15,小刺猬0518-,还是喜欢在微博看啊,7,0,Wed Nov 13 13:01:34 +0800 2024
5.10024E+15,LaoYAO物,我看到民国了[doge] http://t.cn/A6nESc2x,6,1,Wed Nov 13 13:05:54 +0800 2024
5.10023E+15,柒柒家的颜小柒,姐姐好美鸭[哇],6,0,Wed Nov 13 12:49:29 +0800 2024
5.10023E+15,布朗尼的咘布,喜欢姐姐[送花花][送花花],6,1,Wed Nov 13 12:31:40 +0800 2024
5.10023E+15,柒-鱼幼鱼,以后这种好事每天都有吗，期待每天都更新,6,0,Wed Nov 13 12:35:46 +0800 2024
5.10023E+15,na_nalll,姐姐我们一直在,6,1,Wed Nov 13 12:33:10 +0800 2024
5.10091E+15,mosesruochu,坚韧又美好,6,0,Fri Nov 15 09:53:48 +0800 2024
5.10023E+15,烁烁的小小皮筋,看到最后看哭了，子柒与婆婆都要好好的[送花花],6,0,Wed Nov 13 12:45:26 +0800 2024
5.10025E+15,甜甜青柠汁,生日快乐,6,0,Wed Nov 13 14:06:10 +0800 2024
5.10039E+15,旅途漫漫斌哥斌,她没变,6,0,Wed Nov 13 23:09:59 +0800 2024
5.10028E+15,蓝色闪电丶,欢迎回归,6,0,Wed Nov 13 16:20:49 +0800 2024
5.10028E+15,蓝色闪电丶,欢迎回归,6,0,Wed Nov 13 16:20:49 +0800 2024
5.10025E+15,山里人1g冲浪但是在线,真的很感动，你回来了。,6,0,Wed Nov 13 14:18:37 +0800 2024
5.10023E+15,小肉手爱奇思妙想_,就按照这个更新频率都放出来吧[打call],5,1,Wed Nov 13 12:33:29 +0800 2024
5.10023E+15,-四夕夫人,[爱你]每天更新吗,5,0,Wed Nov 13 12:37:43 +0800 2024
5.10023E+15,程笑笑呢,下饭视频➕1,5,0,Wed Nov 13 12:32:49 +0800 2024
5.10023E+15,Hey_钰尔,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊疯了我,5,0,Wed Nov 13 12:47:03 +0800 2024
5.10023E+15,久极拾柒,天呐，听到歌声，只觉得一路走来好不容易！我们当然知道这一路的艰辛与挫败，李子柒你就是世间最美好的，你值得一切美好！无论以后如何，无数个我们都会一直在你身后[泪][泪][泪]，按照自己的想法，前行走，别怕路长梦远，总有星河照耀！ http://t.cn/A6nEXVTC,5,0,Wed Nov 13 12:47:40 +0800 2024
5.10027E+15,16888c,一双有力量智慧的手[心] http://t.cn/A6nEDYQV,5,0,Wed Nov 13 15:42:07 +0800 2024
5.10091E+15,文德手写,祝福 http://t.cn/A6n3ALvO,5,0,Fri Nov 15 09:29:19 +0800 2024
5.10028E+15,左露露Rosemary,两千多天的关注，上次停更是我的生日，这次你终于回来了[泪][泪][泪] http://t.cn/A6nEsCM3,5,0,Wed Nov 13 16:15:48 +0800 2024
5.10024E+15,Kikyou_桔梗,何其有幸，从2017陪你到现在！未来的路，我们依旧一起走[心]。@李子柒,4,2,Wed Nov 13 13:12:16 +0800 2024
5.10023E+15,白一-_-,我来了[送花花][送花花][送花花],4,1,Wed Nov 13 12:45:16 +0800 2024
5.10033E+15,小陈不沉不沉不沉,真好呀，终于回来啦,4,0,Wed Nov 13 19:19:58 +0800 2024
5.1003E+15,PGY_kiko520,真的好棒[爱你],4,0,Wed Nov 13 17:18:58 +0800 2024
5.10024E+15,紫气东来歌,亲爱的子柒 你的回归真好 又上我们感受了中国五千年灿烂文化的魅力 太美了 还是那个熟悉的味道 谢谢你的祝福 也祝你诸事顺遂 平安喜乐[爱你][送花花][彩虹屁]#李子柒绒花#  #朝花夕柒拾# #焕新非遗计划# http://t.cn/A6nEKNQd,4,0,Wed Nov 13 13:31:35 +0800 2024
5.10032E+15,一百八十度鞠躬感谢,姐姐一定要幸福！,4,0,Wed Nov 13 18:55:32 +0800 2024
5.10041E+15,来一杯焦糖拿铁拿铁,李子柒的视频绝对不会有人快进吧,4,0,Thu Nov 14 00:56:51 +0800 2024
5.10023E+15,已注销Yu,看来这段时间是要把这几年的视频补上了[送花花],4,3,Wed Nov 13 12:35:25 +0800 2024
5.10023E+15,二叔柒柒柒,蜀绣果然好好看，四大名绣之一名不虚传啊[good],4,3,Wed Nov 13 12:48:52 +0800 2024
5.10026E+15,邵-yh,看你的第一个视频的时候我正在生病打了快半个月的点滴每天都好无聊，第一次看你做樱桃酒，也是第一次知道有种花叫槐花还能吃，还有烤面包的大猫头，看你搭秋千做衣服第一次吃到藕粉也是在你这里！时间过的好快一晃都这么多年了……小美人，生日快乐㊗️永远幸福没烦恼！,4,0,Wed Nov 13 14:27:51 +0800 2024
5.10051E+15,喝奶咖就蹿稀,七姐绝美[色],4,0,Thu Nov 14 07:15:33 +0800 2024
5.10032E+15,Lirist_李苏白,感谢子柒这么多年来带给我们的美好和感动，中华文化博大精深，致敬每一位匠人匠心，祝子柒和我们都越来越好，此生无悔入华夏！,4,0,Wed Nov 13 18:28:40 +0800 2024
5.10023E+15,还是我耶-,同样的祝福也送给你[送花花],3,1,Wed Nov 13 12:37:29 +0800 2024
5.10023E+15,Yarona9,欢迎回来，一直等你,3,1,Wed Nov 13 12:33:06 +0800 2024
5.10025E+15,SweetDeer7,高产，好喜欢,3,0,Wed Nov 13 14:19:45 +0800 2024
5.10024E+15,Kikyou_桔梗,昨天看你的视频哭，今天看你的视频还是哭。那种漫长的等待突然间如愿以偿的感觉真的是太幸福了。爱你啊子柒[心]@李子柒,3,0,Wed Nov 13 13:17:42 +0800 2024
5.10024E+15,芒果果05号,泪目了[泪],3,0,Wed Nov 13 13:16:36 +0800 2024
5.10023E+15,那还是叫大秋好了,感谢你回来[给你小心心][给你小心心][给你小心心],3,1,Wed Nov 13 13:00:17 +0800 2024
5.10023E+15,sixty-four,音乐的律动让花也慢慢绽放，好绝！！！ http://t.cn/A6nEXOU0,3,0,Wed Nov 13 12:50:39 +0800 2024
5.10023E+15,Freedom像风一样地,抽丝剥茧，日后都是如意顺遂[锦鲤附体],3,1,Wed Nov 13 12:35:07 +0800 2024
5.10026E+15,张有钱的CPU,看哭了,3,0,Wed Nov 13 14:52:22 +0800 2024
5.10031E+15,是陈-笑笑啊,这是仙境啊,3,0,Wed Nov 13 17:48:27 +0800 2024
5.10028E+15,月夕花朝经年,愿你永远如森林精灵般美丽快乐，愿奶奶健康长寿！在不同平台关注了你八年，看了这个视频感慨流泪了，祝你越来越好！,3,1,Wed Nov 13 16:12:07 +0800 2024
5.10024E+15,十七个柒柒,我爱你，姐姐，你真的我哭死，你好宠，上次连新还是宣传的时候，你还让我们别嫌烦，怎么会嫌烦，你的视频多少都不嫌烦，爱死了！！！,3,0,Wed Nov 13 13:19:30 +0800 2024
5.10023E+15,三岁的晴天宝宝,呜呜呜看哭了,3,1,Wed Nov 13 12:48:14 +0800 2024
5.10023E+15,长矛沾屎戳谁谁死_xxrmm,柒妃回宫[打call],3,0,Wed Nov 13 12:47:43 +0800 2024
5.10023E+15,柒家小阿玖,爱了爱了🥰回来真好,3,0,Wed Nov 13 12:46:45 +0800 2024
